+63445220750,63445225077
+63445140328,63445141471
+63445140009,63445210317
+63445218662,63445219001
+63445192659,63445193173
+63445216478,63445216578
+63445142640,63445199202
+63445209898,63445209971
+63445213476,63445213587
+63445186666,63445190856
+63445152972,63445153119
+63445137060,63445225077
+63445222336,63445223067
+63445199065,63445199201
+63445145681,63445145714
+63445193441,63445193805
+63445194959,63445224038
+63445223800,63445225077
+63445156264,63445156532
+63445138761,63445141076
+63445195103,63445195231
+63445210264,63445211184
+63445141820,63445193405
+63445205039,63445221770
+63445141468,63445141481
+63445165311,63445193633
+63445143164,63445143171
+63445162931,63445163155
+63445175425,63445175956
+63445186603,63445186826
+63445203987,63445205950
+63445190665,63445201804
+63445145479,63445220923
+63445137060,63445225077
+63445142467,63445150589
+63445194446,63445194458
+63445208359,63445208671
+63445192116,63445192409
+63445184149,63445188387
+63445152047,63445152146
+63445142260,63445183255
+63445219558,63445219730
+63445224233,63445224540
+63445218032,63445218292
+63445218302,63445220497
+63445211428,63445211469
+63445196101,63445196142
+63445204236,63445204663
+63445206985,63445224613
+63445213930,63445216807
+63445145987,63445212697
+63445189308,63445189917
+63445216229,63445216269
+63445146595,63445148613
+63445211540,63445216569
+63445163512,63445204012
+63445140900,63445160442
+63445137060,63445212513
+63445214678,63445217603
+63445158849,63445159194
+63445162117,63445172306
+63445220832,63445220923
+63445138787,63445140244
+63445198242,63445198813
+63445193712,63445193818
+63445137570,63445137635
+63445224697,63445225077
+63445198039,63445198187
+63445218084,63445218249
+63445188240,63445214184
+63445141999,63445142127
+63445215009,63445215446
+63445205278,63445205890
+63445216030,63445216208
+63445223432,63445223438
+63445212116,63445214757
+63445213032,63445214697
+63445184825,63445189447
+63445140206,63445209052
+63445220442,63445220539
+63445143181,63445144550
+63445138595,63445139259
+63445202384,63445204235
+63445137061,63445225077
+63445147830,63445149510
+63445150910,63445206832
+63445210633,63445210648
+63445143737,63445187237
+63445165718,63445180318
+63445202569,63445203055
+63445205604,63445208560
+63445141584,63445141936
+63445137060,63445189728
+63445217644,63445217661
+63445145373,63445145779
+63445140256,63445219645
+63445137060,63445225077
+63445197952,63445201669
+63445141435,63445143815
+63445215144,63445215349
